ID	DOCULECT	LATITUDE	LONGITUDE	GLOTTOCODE	FAMILY	CONCEPT	FORM	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID	ALIGNMENT
230	Miskito	15.1576	-84.2942	misk1235	Misumalpan	THICK	twakni	t w a k n i	1 6 7 1 4 7	ACXBCZ	TWAKNI	3	3.T.C 3.W.C 3.A.V 3.K.C 3.N.C 3.I.V	2.0 1.5 1.5 1.75 1.5 0.8	twakni	0	171	
16	Cacaopera	13.74	-88.11	caca1247	Misumalpan	THIS	irahi	i r a h i	7 5 7 3 7	XBYBZ	IRAHI	1	1.I.V 1.R.C 1.A.V 1.H.C 1.I.V	1.5 1.75 1.3 1.75 0.8	irahi	0	172	
68	Mayangna	14.13	-84.34	maya1285	Misumalpan	THIS	a:dika	aː d i k a	7 1 7 1 7	XBYBZ	ATIKA	2	2.A.V 2.T.C 2.I.V 2.K.C 2.A.V	1.5 1.75 1.3 1.75 0.8	aːdika	0	173	aː d i k a
120	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	THIS	a:ka	aː k a	7 1 7	XBZ	AKA	4	4.A.V 4.K.C 4.A.V	1.5 1.75 0.8	aːka	0	173	aː - - k a
231	Miskito	15.1576	-84.2942	misk1235	Misumalpan	THIS	na	n a	4 7	AX	NA	3	3.N.C 3.A.V	2.0 1.5	na	0	174	
46	Cacaopera	13.74	-88.11	caca1247	Misumalpan	THOU	mani	m a n i	4 7 4 7	AXBZ	MANI	1	1.M.C 1.A.V 1.N.C 1.I.V	2.0 1.5 1.75 0.8	mani	0	177	m a n i
98	Mayangna	14.13	-84.34	maya1285	Misumalpan	THOU	man	m a n	4 7 4	AXN	MAN	2	2.M.C 2.A.V 2.N.c	2.0 1.5 0.8	man	0	177	m a n -
150	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	THOU	man	m a n	4 7 4	AXN	MAN	4	4.M.C 4.A.V 4.N.c	2.0 1.5 0.8	man	0	177	m a n -
242	Miskito	15.1576	-84.2942	misk1235	Misumalpan	THOU	man	m a n	4 7 4	AXN	MAN	3	3.M.C 3.A.V 3.N.c	2.0 1.5 0.8	man	0	177	m a n -
232	Miskito	15.1576	-84.2942	misk1235	Misumalpan	TIE	wilkaia	w i l k a i a	6 7 5 1 7 7 7	AXMBYYZ	WILKAIA	3	3.W.C 3.I.V 3.L.c 3.K.C 3.A.V 3.I.V 3.A.V	2.0 1.5 1.1 1.75 1.3 1.3 0.8	wilkaia	0	178	
25	Cacaopera	13.74	-88.11	caca1247	Misumalpan	TONGUE	tum	t u m	1 7 4	AXN	TYM	1	1.T.C 1.Y.V 1.M.c	2.0 1.5 0.8	tum	0	179	t u m
77	Mayangna	14.13	-84.34	maya1285	Misumalpan	TONGUE	tu	t u	1 7	AX	TY	2	2.T.C 2.Y.V	2.0 1.5	tu	0	179	t u -
129	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	TONGUE	tu	t u	1 7	AX	TY	4	4.T.C 4.Y.V	2.0 1.5	tu	0	179	t u -
233	Miskito	15.1576	-84.2942	misk1235	Misumalpan	TONGUE	won_twisa	w o n + t w i s a	6 7 4 9 1 6 7 3 7	AXN_ACXBZ	WUN_TWISA	3	3.W.C 3.U.V 3.N.c 3._._ 3.T.C 3.W.C 3.I.V 3.S.C 3.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.5 1.75 0.8	won+twisa	0	180	
15	Cacaopera	13.74	-88.11	caca1247	Misumalpan	TOOTH	nini	n i n i	4 7 4 7	AXBZ	NINI	1	1.N.C 1.I.V 1.N.C 1.I.V	2.0 1.5 1.75 0.8	nini	0	181	n i n i
67	Mayangna	14.13	-84.34	maya1285	Misumalpan	TOOTH	ana	a n a	7 4 7	XBZ	ANA	2	2.A.V 2.N.C 2.A.V	1.5 1.75 0.8	ana	0	181	- a n a
119	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	TOOTH	ana	a n a	7 4 7	XBZ	ANA	4	4.A.V 4.N.C 4.A.V	1.5 1.75 0.8	ana	0	181	- a n a
234	Miskito	15.1576	-84.2942	misk1235	Misumalpan	TOOTH	won_napa	w o n + n a p a	6 7 4 9 4 7 1 7	AXN_AXBZ	WUN_NAPA	3	3.W.C 3.U.V 3.N.c 3._._ 3.N.C 3.A.V 3.P.C 3.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	won+napa	0	182	
200	Miskito	15.1576	-84.2942	misk1235	Misumalpan	UPPER LEG (THIGH)	won_kuxma	w o n + k u x m a	6 7 4 9 1 7 3 4 7	AXN_AXBCZ	WUN_KYGMA	3	3.W.C 3.U.V 3.N.c 3._._ 3.K.C 3.Y.V 3.G.C 3.M.C 3.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.5 0.8	won+kuxma	0	183	
1	Cacaopera	13.74	-88.11	caca1247	Misumalpan	WATER	li	l i	5 7	AX	LI	1	1.L.C 1.I.V	2.0 1.5	li	0	186	
53	Mayangna	14.13	-84.34	maya1285	Misumalpan	WATER	was	w a s	6 7 3	AXN	WAS	2	2.W.C 2.A.V 2.S.c	2.0 1.5 0.8	was	0	185	
105	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	WATER	was	w a s	6 7 3	AXN	WAS	4	4.W.C 4.A.V 4.S.c	2.0 1.5 0.8	was	0	185	
235	Miskito	15.1576	-84.2942	misk1235	Misumalpan	WATER	li	l i	5 7	AX	LI	3	3.L.C 3.I.V	2.0 1.5	li	0	186	
39	Cacaopera	13.74	-88.11	caca1247	Misumalpan	WHAT	pi	p i	1 7	AX	PI	1	1.P.C 1.I.V	2.0 1.5	pi	0	187	
91	Mayangna	14.13	-84.34	maya1285	Misumalpan	WHAT	di	d i	1 7	AX	TI	2	2.T.C 2.I.V	2.0 1.5	di	1	188	
143	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	WHAT	di	d i	1 7	AX	TI	4	4.T.C 4.I.V	2.0 1.5	di	1	188	
236	Miskito	15.1576	-84.2942	misk1235	Misumalpan	WHAT	ba	b a	1 7	AX	PA	3	3.P.C 3.A.V	2.0 1.5	ba	0	187	
237	Miskito	15.1576	-84.2942	misk1235	Misumalpan	WHO	ya	j a	6 7	AX	JA	3	3.J.C 3.A.V	2.0 1.5	ja	0	189	
238	Miskito	15.1576	-84.2942	misk1235	Misumalpan	WIDE	bila_tara	b i l a + t a r a	1 7 5 7 9 1 7 5 7	AXBZ_AXBZ	PILA_TARA	3	3.P.C 3.I.V 3.L.C 3.A.V 3._._ 3.T.C 3.A.V 3.R.C 3.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	bila+tara	0	190	
51	Cacaopera	13.74	-88.11	caca1247	Misumalpan	WIND	win	w i n	6 7 4	AXN	WIN	1	1.W.C 1.I.V 1.N.c	2.0 1.5 0.8	win	0	191	
103	Mayangna	14.13	-84.34	maya1285	Misumalpan	WIND	win	w i n	6 7 4	AXN	WIN	2	2.W.C 2.I.V 2.N.c	2.0 1.5 0.8	win	0	191	
155	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	WIND	win	w i n	6 7 4	AXN	WIN	4	4.W.C 4.I.V 4.N.c	2.0 1.5 0.8	win	0	191	
240	Miskito	15.1576	-84.2942	misk1235	Misumalpan	WIND	pasa	p a s a	1 7 3 7	AXBZ	PASA	3	3.P.C 3.A.V 3.S.C 3.A.V	2.0 1.5 1.75 0.8	pasa	0	192	
239	Miskito	15.1576	-84.2942	misk1235	Misumalpan	WING	tnawa	t n a w a	1 4 7 6 7	ACXBZ	TNAWA	3	3.T.C 3.N.C 3.A.V 3.W.C 3.A.V	2.0 1.5 1.5 1.75 0.8	tnawa	0	193	
241	Miskito	15.1576	-84.2942	misk1235	Misumalpan	YESTERDAY	naxwala	n a xʷ a l a	4 7 3 7 5 7	AXBYBZ	NAGALA	3	3.N.C 3.A.V 3.G.C 3.A.V 3.L.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	naxʷala	0	194	
#@highlight=TOKENS
#@sampa=IPA|TOKENS
#@pinyin=
#@css=menu:show|database:hide
#@basics=ALIGNMENT|COGID|CONCEPT|DOCULECT|TOKENS
#@_selected_doculects=Cacaopera|Mayangna|Miskito|Ulwa
#@_selected_concepts=LAUGH
#@sorted_taxa=Cacaopera|Mayangna|Miskito|Ulwa
#@sorted_concepts=ANT|ASH|BACK|BIG|BIRD|BITE|BITTER|BLACK|BLOOD|BLOW (OF WIND)|BONE|BREAST|CARRY|COME|CRY|DOG|DRINK|EAR|EARTH (SOIL)|EAT|EGG|EYE|FALL|FAR|FIRE|FISH|FLY (INSECT)|GIVE|GO|GOOD|HAIR|HARD|HE OR SHE OR IT|HEAR|HEAVY|HIDE|HORN (ANATOMY)|HOUSE|I|IN|KNEE|KNOW|LAUGH|LEAF|LIVER|LONG|LOUSE|MOUTH|NAME|NAVEL|NECK|NEW|NIGHT|NOSE|NOT|OLD|ONE|RAIN (PRECIPITATION)|RED|ROOT|RUN|SALT|SAND|SAY|SEE|SHADE|SKIN|SMALL|SMOKE (EXHAUST)|STAND|STAR|SUCK|SWEET|TAIL|TAKE|THICK|THIS|THOU|TIE|TONGUE|TOOTH|UPPER LEG (THIGH)|WATER|WHAT|WHO|WIDE|WIND|WING|YESTERDAY
#@display=filedisplay|cognates
#@missing_marker=Ø
#@separator=	
#@gap_marker=-
#@formatter=COGID
#@root_formatter=false
#@note_formatter=undefined
#@pattern_formatter=undefined
#@publish=undefined
#@_almcol=ALIGNMENT
#@filename=misumalpam.tsv
#@navbar=true
#@_morphology_mode=full
