ID	DOCULECT	LATITUDE	LONGITUDE	GLOTTOCODE	FAMILY	CONCEPT	FORM	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID	ALIGNMENT
188	Miskito	15.1576	-84.2942	misk1235	Misumalpan	HE OR SHE OR IT	witin	w i t i n	6 7 1 7 4	AXBYN	WITIN	3	3.W.C 3.I.V 3.T.C 3.I.V 3.N.c	2.0 1.5 1.75 1.3 0.8	witin	0	82	
32	Cacaopera	13.74	-88.11	caca1247	Misumalpan	HEAR	ara	a r a	7 5 7	XBZ	ARA	1	1.A.V 1.R.C 1.A.V	1.5 1.75 0.8	ara	0	84	- a ( r ) a
84	Mayangna	14.13	-84.34	maya1285	Misumalpan	HEAR	daka	d a k a	1 7 1 7	AXBZ	TAKA	2	2.T.C 2.A.V 2.K.C 2.A.V	2.0 1.5 1.75 0.8	daka	0	84	d a ( k ) a
136	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	HEAR	daka	d a k a	1 7 1 7	AXBZ	TAKA	4	4.T.C 4.A.V 4.K.C 4.A.V	2.0 1.5 1.75 0.8	daka	0	84	d a ( k ) a
189	Miskito	15.1576	-84.2942	misk1235	Misumalpan	HEAR	walaia	w a l a i a	6 7 5 7 7 7	AXBYYZ	WALAIA	3	3.W.C 3.A.V 3.L.C 3.A.V 3.I.V 3.A.V	2.0 1.5 1.75 1.3 1.3 0.8	walaia	0	85	
37	Cacaopera	13.74	-88.11	caca1247	Misumalpan	HEAVY	wim	w i m	6 7 4	AXN	WIM	1	1.W.C 1.I.V 1.M.c	2.0 1.5 0.8	wim	0	88	
89	Mayangna	14.13	-84.34	maya1285	Misumalpan	HEAVY	tihni	t i h n i	1 7 3 4 7	AXBCZ	TIHNI	2	2.T.C 2.I.V 2.H.C 2.N.C 2.I.V	2.0 1.5 1.75 1.5 0.8	tihni	0	89	t i h n i
141	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	HEAVY	ti:ka	t iː k a	1 7 1 7	AXBZ	TIKA	4	4.T.C 4.I.V 4.K.C 4.A.V	2.0 1.5 1.75 0.8	tiːka	0	89	t iː k - a
190	Miskito	15.1576	-84.2942	misk1235	Misumalpan	HEAVY	wira	w i r a	6 7 5 7	AXBZ	WIRA	3	3.W.C 3.I.V 3.R.C 3.A.V	2.0 1.5 1.75 0.8	wira	0	88	
191	Miskito	15.1576	-84.2942	misk1235	Misumalpan	HIDE	yukukaia	j u k u k a i a	6 7 1 7 1 7 7 7	AXBYBYYZ	JYKYKAIA	3	3.J.C 3.Y.V 3.K.C 3.Y.V 3.K.C 3.A.V 3.I.V 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.3 0.8	jukukaia	0	90	
192	Miskito	15.1576	-84.2942	misk1235	Misumalpan	HORN (ANATOMY)	won_w_ina_man	w o n + w + i n a + m a n	6 7 4 9 6 9 7 4 7 9 4 7 4	AXN_A_XBZ_AXN	WUN_W_INA_MAN	3	3.W.C 3.U.V 3.N.c 3._._ 3.W.C 3._._ 3.I.V 3.N.C 3.A.V 3._._ 3.M.C 3.A.V 3.N.c	2.0 1.5 0.8 0.0 2.0 0.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	won+w+ina+man	0	91	
193	Miskito	15.1576	-84.2942	misk1235	Misumalpan	HOUSE	utla	u t l a	7 1 5 7	XBCZ	YTLA	3	3.Y.V 3.T.C 3.L.C 3.A.V	1.5 1.75 1.5 0.8	utla	0	92	
52	Cacaopera	13.74	-88.11	caca1247	Misumalpan	I	jami	j a m i	6 7 4 7	AXBZ	JAMI	1	1.J.C 1.A.V 1.M.C 1.I.V	2.0 1.5 1.75 0.8	jami	0	93	
104	Mayangna	14.13	-84.34	maya1285	Misumalpan	I	jaŋ	j a ŋ	6 7 4	AXN	JAN	2	2.J.C 2.A.V 2.N.c	2.0 1.5 0.8	jaŋ	0	94	
156	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	I	jaŋ	j a ŋ	6 7 4	AXN	JAN	4	4.J.C 4.A.V 4.N.c	2.0 1.5 0.8	jaŋ	0	94	
194	Miskito	15.1576	-84.2942	misk1235	Misumalpan	I	yaŋ	j a ŋ	6 7 4	AXN	JAN	3	3.J.C 3.A.V 3.N.c	2.0 1.5 0.8	jaŋ	0	94	
195	Miskito	15.1576	-84.2942	misk1235	Misumalpan	IN	ra	r a	5 7	AX	RA	3	3.R.C 3.A.V	2.0 1.5	ra	0	95	
196	Miskito	15.1576	-84.2942	misk1235	Misumalpan	KNEE	won_lula	w o n + l u l a	6 7 4 9 5 7 5 7	AXN_AXBZ	WUN_LYLA	3	3.W.C 3.U.V 3.N.c 3._._ 3.L.C 3.Y.V 3.L.C 3.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	won+lula	0	96	
197	Miskito	15.1576	-84.2942	misk1235	Misumalpan	KNOW	kraikaia	k r a i k a i a	1 5 7 7 1 7 7 7	ACXYBYYZ	KRAIKAIA	3	3.K.C 3.R.C 3.A.V 3.I.V 3.K.C 3.A.V 3.I.V 3.A.V	2.0 1.5 1.5 1.3 1.75 1.3 1.3 0.8	kraikaia	0	97	
40	Cacaopera	13.74	-88.11	caca1247	Misumalpan	LAUGH	isnawa	i s n a w a	7 3 4 7 6 7	XBCYBZ	ISNAWA	1	1.I.V 1.S.C 1.N.C 1.A.V 1.W.C 1.A.V	1.5 1.75 1.5 1.3 1.75 0.8	isnawa	0	98	
92	Mayangna	14.13	-84.34	maya1285	Misumalpan	LAUGH	aɾa	a ɾ a	7 5 7	XBZ	ARA	2	2.A.V 2.R.C 2.A.V	1.5 1.75 0.8	aɾa	0	99	
144	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	LAUGH	kawaɾa	k a w a ɾ a	1 7 6 7 5 7	AXBYBZ	KAWARA	4	4.K.C 4.A.V 4.W.C 4.A.V 4.R.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kawaɾa	0	101	
198	Miskito	15.1576	-84.2942	misk1235	Misumalpan	LAUGH	kikaia	k i k a i a	1 7 1 7 7 7	AXBYYZ	KIKAIA	3	3.K.C 3.I.V 3.K.C 3.A.V 3.I.V 3.A.V	2.0 1.5 1.75 1.3 1.3 0.8	kikaia	0	100	
20	Cacaopera	13.74	-88.11	caca1247	Misumalpan	LEAF	taka	t a k a	1 7 1 7	AXBZ	TAKA	1	1.T.C 1.A.V 1.K.C 1.A.V	2.0 1.5 1.75 0.8	taka	0	102	
72	Mayangna	14.13	-84.34	maya1285	Misumalpan	LEAF	bas	b a s	1 7 3	AXN	PAS	2	2.P.C 2.A.V 2.S.c	2.0 1.5 0.8	bas	1	103	
124	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	LEAF	bas	b a s	1 7 3	AXN	PAS	4	4.P.C 4.A.V 4.S.c	2.0 1.5 0.8	bas	1	103	
199	Miskito	15.1576	-84.2942	misk1235	Misumalpan	LEAF	waxya	w a x j a	6 7 3 6 7	AXBCZ	WAGJA	3	3.W.C 3.A.V 3.G.C 3.J.C 3.A.V	2.0 1.5 1.75 1.5 0.8	waxja	0	104	
19	Cacaopera	13.74	-88.11	caca1247	Misumalpan	LIVER	kawa	k a w a	1 7 6 7	AXBZ	KAWA	1	1.K.C 1.A.V 1.W.C 1.A.V	2.0 1.5 1.75 0.8	kawa	0	105	
71	Mayangna	14.13	-84.34	maya1285	Misumalpan	LIVER	isiŋ	i s i ŋ	7 3 7 4	XBYN	ISIN	2	2.I.V 2.S.C 2.I.V 2.N.c	1.5 1.75 1.3 0.8	isiŋ	0	106	
123	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	LIVER	asuŋ	a s u ŋ	7 3 7 4	XBYN	ASYN	4	4.A.V 4.S.C 4.Y.V 4.N.c	1.5 1.75 1.3 0.8	asuŋ	0	106	
201	Miskito	15.1576	-84.2942	misk1235	Misumalpan	LIVER	won_auya	w o n + a u j a	6 7 4 9 7 7 6 7	AXN_XYBZ	WUN_AYJA	3	3.W.C 3.U.V 3.N.c 3._._ 3.A.V 3.Y.V 3.J.C 3.A.V	2.0 1.5 0.8 0.0 1.5 1.3 1.75 0.8	won+auja	0	107	
23	Cacaopera	13.74	-88.11	caca1247	Misumalpan	LONG	wisnika	w i s n i k a	6 7 3 4 7 1 7	AXBCYBZ	WISNIKA	1	1.W.C 1.I.V 1.S.C 1.N.C 1.I.V 1.K.C 1.A.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	wisnika	0	110	
75	Mayangna	14.13	-84.34	maya1285	Misumalpan	LONG	najni	n a j n i	4 7 6 4 7	AXMBZ	NAJNI	2	2.N.C 2.A.V 2.J.c 2.N.C 2.I.V	2.0 1.5 1.1 1.75 0.8	najni	0	109	
127	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	LONG	juhka	j u h k a	6 7 3 1 7	AXMBZ	JYHKA	4	4.J.C 4.Y.V 4.H.c 4.K.C 4.A.V	2.0 1.5 1.1 1.75 0.8	juhka	0	111	
202	Miskito	15.1576	-84.2942	misk1235	Misumalpan	LONG	yarika	j a r i k a	6 7 5 7 1 7	AXBYBZ	JARIKA	3	3.J.C 3.A.V 3.R.C 3.I.V 3.K.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	jarika	0	110	
203	Miskito	15.1576	-84.2942	misk1235	Misumalpan	LOUSE	kxua	k x u a	1 3 7 7	ACXZ	KGYA	3	3.K.C 3.G.C 3.Y.V 3.A.V	2.0 1.5 1.5 0.8	kxua	0	112	
5	Cacaopera	13.74	-88.11	caca1247	Misumalpan	MOUTH	tawa	t a w a	1 7 6 7	AXBZ	TAWA	1	1.T.C 1.A.V 1.W.C 1.A.V	2.0 1.5 1.75 0.8	tawa	0	113	
57	Mayangna	14.13	-84.34	maya1285	Misumalpan	MOUTH	tapas	t a p a s	1 7 1 7 3	AXBYN	TAPAS	2	2.T.C 2.A.V 2.P.C 2.A.V 2.S.c	2.0 1.5 1.75 1.3 0.8	tapas	0	114	
109	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	MOUTH	tapas	t a p a s	1 7 1 7 3	AXBYN	TAPAS	4	4.T.C 4.A.V 4.P.C 4.A.V 4.S.c	2.0 1.5 1.75 1.3 0.8	tapas	0	114	
204	Miskito	15.1576	-84.2942	misk1235	Misumalpan	MOUTH	won_bila	w o n + b i l a	6 7 4 9 1 7 5 7	AXN_AXBZ	WUN_PILA	3	3.W.C 3.U.V 3.N.c 3._._ 3.P.C 3.I.V 3.L.C 3.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	won+bila	0	115	
205	Miskito	15.1576	-84.2942	misk1235	Misumalpan	NAME	nina	n i n a	4 7 4 7	AXBZ	NINA	3	3.N.C 3.I.V 3.N.C 3.A.V	2.0 1.5 1.75 0.8	nina	0	116	
206	Miskito	15.1576	-84.2942	misk1235	Misumalpan	NAVEL	won_klua	w o n + k l u a	6 7 4 9 1 5 7 7	AXN_ACXZ	WUN_KLYA	3	3.W.C 3.U.V 3.N.c 3._._ 3.K.C 3.L.C 3.Y.V 3.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.5 0.8	won+klua	0	117	
12	Cacaopera	13.74	-88.11	caca1247	Misumalpan	NECK	tsaw	t s a w	1 3 7 6	ACXN	TSAW	1	1.T.C 1.S.C 1.A.V 1.W.c	2.0 1.5 1.5 0.8	tsaw	0	118	
64	Mayangna	14.13	-84.34	maya1285	Misumalpan	NECK	dimak	d i m a k	1 7 4 7 1	AXBYN	TIMAK	2	2.T.C 2.I.V 2.M.C 2.A.V 2.K.c	2.0 1.5 1.75 1.3 0.8	dimak	0	119	
116	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	NECK	ma:mak	m aː m a k	4 7 4 7 1	AXBYN	MAMAK	4	4.M.C 4.A.V 4.M.C 4.A.V 4.K.c	2.0 1.5 1.75 1.3 0.8	maːmak	0	119	
207	Miskito	15.1576	-84.2942	misk1235	Misumalpan	NECK	won_nana	w o n + n a n a	6 7 4 9 4 7 4 7	AXN_AXBZ	WUN_NANA	3	3.W.C 3.U.V 3.N.c 3._._ 3.N.C 3.A.V 3.N.C 3.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	won+nana	0	120	
31	Cacaopera	13.74	-88.11	caca1247	Misumalpan	NEW	misinan	m i s i n a n	4 7 3 7 4 7 4	AXBYBYN	MISINAN	1	1.M.C 1.I.V 1.S.C 1.I.V 1.N.C 1.A.V 1.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	misinan	0	121	
83	Mayangna	14.13	-84.34	maya1285	Misumalpan	NEW	wisam	w i s a m	6 7 3 7 4	AXBYN	WISAM	2	2.W.C 2.I.V 2.S.C 2.A.V 2.M.c	2.0 1.5 1.75 1.3 0.8	wisam	0	122	
135	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	NEW	bata:ka	b a t aː k a	1 7 1 7 1 7	AXBYBZ	PATAKA	4	4.P.C 4.A.V 4.T.C 4.A.V 4.K.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bataːka	0	124	
208	Miskito	15.1576	-84.2942	misk1235	Misumalpan	NEW	raya	r a j a	5 7 6 7	AXBZ	RAJA	3	3.R.C 3.A.V 3.J.C 3.A.V	2.0 1.5 1.75 0.8	raja	0	123	
30	Cacaopera	13.74	-88.11	caca1247	Misumalpan	NIGHT	iran	i r a n	7 5 7 4	XBYN	IRAN	1	1.I.V 1.R.C 1.A.V 1.N.c	1.5 1.75 1.3 0.8	iran	0	125	
82	Mayangna	14.13	-84.34	maya1285	Misumalpan	NIGHT	pukta	p u k t a	1 7 1 1 7	AXMBZ	PYKTA	2	2.P.C 2.Y.V 2.K.c 2.T.C 2.A.V	2.0 1.5 1.1 1.75 0.8	pukta	0	126	
134	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	NIGHT	pukka	p u k a	1 7 1 7	AXBZ	PYKA	4	4.P.C 4.Y.V 4.K.C 4.A.V	2.0 1.5 1.75 0.8	puka	0	126	
209	Miskito	15.1576	-84.2942	misk1235	Misumalpan	NIGHT	timia	t i m i a	1 7 4 7 7	AXBYZ	TIMIA	3	3.T.C 3.I.V 3.M.C 3.I.V 3.A.V	2.0 1.5 1.75 1.3 0.8	timia	0	127	
28	Cacaopera	13.74	-88.11	caca1247	Misumalpan	NOSE	namn	n a m n	4 7 4 4	AXLN	NAMN	1	1.N.C 1.A.V 1.M.c 1.N.c	2.0 1.5 1.1 0.8	namn	0	128	n a m n - - -
80	Mayangna	14.13	-84.34	maya1285	Misumalpan	NOSE	nam	n a m	4 7 4	AXN	NAM	2	2.N.C 2.A.V 2.M.c	2.0 1.5 0.8	nam	0	128	n a m - - - -
132	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	NOSE	nantak	n a n t a k	4 7 4 1 7 1	AXMBYN	NANTAK	4	4.N.C 4.A.V 4.N.c 4.T.C 4.A.V 4.K.c	2.0 1.5 1.1 1.75 1.3 0.8	nantak	0	128	n a - n t a k
210	Miskito	15.1576	-84.2942	misk1235	Misumalpan	NOSE	won_kakma	w o n + k a k m a	6 7 4 9 1 7 1 4 7	AXN_AXBCZ	WUN_KAKMA	3	3.W.C 3.U.V 3.N.c 3._._ 3.K.C 3.A.V 3.K.C 3.M.C 3.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.5 0.8	won+kakma	0	130	
211	Miskito	15.1576	-84.2942	misk1235	Misumalpan	NOT	apia	a p i a	7 1 7 7	XBYZ	APIA	3	3.A.V 3.P.C 3.I.V 3.A.V	1.5 1.75 1.3 0.8	apia	0	131	
50	Cacaopera	13.74	-88.11	caca1247	Misumalpan	OLD	uskam	u s k a m	7 3 1 7 4	XMBYN	YSKAM	1	1.Y.V 1.S.c 1.K.C 1.A.V 1.M.c	1.5 1.1 1.75 1.3 0.8	uskam	0	132	
102	Mayangna	14.13	-84.34	maya1285	Misumalpan	OLD	umani	u m a n i	7 4 7 4 7	XBYBZ	YMANI	2	2.Y.V 2.M.C 2.A.V 2.N.C 2.I.V	1.5 1.75 1.3 1.75 0.8	umani	0	133	
154	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	OLD	umana	u m a n a	7 4 7 4 7	XBYBZ	YMANA	4	4.Y.V 4.M.C 4.A.V 4.N.C 4.A.V	1.5 1.75 1.3 1.75 0.8	umana	0	133	
47	Cacaopera	13.74	-88.11	caca1247	Misumalpan	ONE	bas	b a s	1 7 3	AXN	PAS	1	1.P.C 1.A.V 1.S.c	2.0 1.5 0.8	bas	0	135	b a s
99	Mayangna	14.13	-84.34	maya1285	Misumalpan	ONE	as	a s	7 3	XN	AS	2	2.A.V 2.S.c	1.5 0.8	as	0	135	- a s
151	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	ONE	as	a s	7 3	XN	AS	4	4.A.V 4.S.c	1.5 0.8	as	0	135	- a s
212	Miskito	15.1576	-84.2942	misk1235	Misumalpan	ONE	kum	k u m	1 7 4	AXN	KYM	3	3.K.C 3.Y.V 3.M.c	2.0 1.5 0.8	kum	0	136	
213	Miskito	15.1576	-84.2942	misk1235	Misumalpan	RAIN (PRECIPITATION)	li	l i	5 7	AX	LI	3	3.L.C 3.I.V	2.0 1.5	li	1	137	
41	Cacaopera	13.74	-88.11	caca1247	Misumalpan	RED	lala	l a l a	5 7 5 7	AXBZ	LALA	1	1.L.C 1.A.V 1.L.C 1.A.V	2.0 1.5 1.75 0.8	lala	0	138	
93	Mayangna	14.13	-84.34	maya1285	Misumalpan	RED	pawni	p a w n i	1 7 6 4 7	AXMBZ	PAWNI	2	2.P.C 2.A.V 2.W.c 2.N.C 2.I.V	2.0 1.5 1.1 1.75 0.8	pawni	0	139	
145	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	RED	pawka	p a w k a	1 7 6 1 7	AXMBZ	PAWKA	4	4.P.C 4.A.V 4.W.c 4.K.C 4.A.V	2.0 1.5 1.1 1.75 0.8	pawka	0	139	
214	Miskito	15.1576	-84.2942	misk1235	Misumalpan	RED	pauni	p a u n i	1 7 7 4 7	AXYBZ	PAYNI	3	3.P.C 3.A.V 3.Y.V 3.N.C 3.I.V	2.0 1.5 1.3 1.75 0.8	pauni	0	140	
215	Miskito	15.1576	-84.2942	misk1235	Misumalpan	ROOT	plamaya	p l a m a j a	1 5 7 4 7 6 7	ACXBYBZ	PLAMAJA	3	3.P.C 3.L.C 3.A.V 3.M.C 3.A.V 3.J.C 3.A.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	plamaja	0	141	
216	Miskito	15.1576	-84.2942	misk1235	Misumalpan	RUN	plapaia	p l a p a i a	1 5 7 1 7 7 7	ACXBYYZ	PLAPAIA	3	3.P.C 3.L.C 3.A.V 3.P.C 3.A.V 3.I.V 3.A.V	2.0 1.5 1.5 1.75 1.3 1.3 0.8	plapaia	0	142	
42	Cacaopera	13.74	-88.11	caca1247	Misumalpan	SALT	jabulu	j a b u l u	6 7 1 7 5 7	AXBYBZ	JAPYLY	1	1.J.C 1.A.V 1.P.C 1.Y.V 1.L.C 1.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	jabulu	0	143	
94	Mayangna	14.13	-84.34	maya1285	Misumalpan	SALT	kuma	k u m a	1 7 4 7	AXBZ	KYMA	2	2.K.C 2.Y.V 2.M.C 2.A.V	2.0 1.5 1.75 0.8	kuma	0	144	
146	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	SALT	kuma	k u m a	1 7 4 7	AXBZ	KYMA	4	4.K.C 4.Y.V 4.M.C 4.A.V	2.0 1.5 1.75 0.8	kuma	0	144	
2	Cacaopera	13.74	-88.11	caca1247	Misumalpan	SAND	kui	k u i	1 7 7	AXZ	KYI	1	1.K.C 1.Y.V 1.I.V	2.0 1.5 0.8	kui	0	145	
54	Mayangna	14.13	-84.34	maya1285	Misumalpan	SAND	kauhmak	k a u h m a k	1 7 7 3 4 7 1	AXYBCYN	KAYHMAK	2	2.K.C 2.A.V 2.Y.V 2.H.C 2.M.C 2.A.V 2.K.c	2.0 1.5 1.3 1.75 1.5 1.3 0.8	kauhmak	0	146	k a u h m a k
106	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	SAND	ka:uhmak	k aː u h m a k	1 7 7 3 4 7 1	AXYBCYN	KAYHMAK	4	4.K.C 4.A.V 4.Y.V 4.H.C 4.M.C 4.A.V 4.K.c	2.0 1.5 1.3 1.75 1.5 1.3 0.8	kaːuhmak	0	146	k aː u h m a k
217	Miskito	15.1576	-84.2942	misk1235	Misumalpan	SAND	kabo_auya	k a b o + a u j a	1 7 1 7 9 7 7 6 7	AXBZ_XYBZ	KAPU_AYJA	3	3.K.C 3.A.V 3.P.C 3.U.V 3._._ 3.A.V 3.Y.V 3.J.C 3.A.V	2.0 1.5 1.75 0.8 0.0 1.5 1.3 1.75 0.8	kabo+auja	0	147	
14	Cacaopera	13.74	-88.11	caca1247	Misumalpan	SAY	na	n a	4 7	AX	NA	1	1.N.C 1.A.V	2.0 1.5	na	0	148	
66	Mayangna	14.13	-84.34	maya1285	Misumalpan	SAY	at	a t	7 1	XN	AT	2	2.A.V 2.T.c	1.5 0.8	at	0	151	
118	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	SAY	at	a t	7 1	XN	AT	4	4.A.V 4.T.c	1.5 0.8	at	0	151	
218	Miskito	15.1576	-84.2942	misk1235	Misumalpan	SAY	wiaia	w i a i a	6 7 7 7 7	AXYYZ	WIAIA	3	3.W.C 3.I.V 3.A.V 3.I.V 3.A.V	2.0 1.5 1.3 1.3 0.8	wiaia	0	150	
49	Cacaopera	13.74	-88.11	caca1247	Misumalpan	SEE	la	l a	5 7	AX	LA	1	1.L.C 1.A.V	2.0 1.5	la	0	152	
101	Mayangna	14.13	-84.34	maya1285	Misumalpan	SEE	tal	t a l	1 7 5	AXN	TAL	2	2.T.C 2.A.V 2.L.c	2.0 1.5 0.8	tal	0	153	
153	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	SEE	tal	t a l	1 7 5	AXN	TAL	4	4.T.C 4.A.V 4.L.c	2.0 1.5 0.8	tal	0	153	
219	Miskito	15.1576	-84.2942	misk1235	Misumalpan	SEE	kaikaia	k a i k a i a	1 7 7 1 7 7 7	AXYBYYZ	KAIKAIA	3	3.K.C 3.A.V 3.I.V 3.K.C 3.A.V 3.I.V 3.A.V	2.0 1.5 1.3 1.75 1.3 1.3 0.8	kaikaia	0	154	
220	Miskito	15.1576	-84.2942	misk1235	Misumalpan	SHADE	dista	d i s t a	1 7 3 1 7	AXMBZ	TISTA	3	3.T.C 3.I.V 3.S.c 3.T.C 3.A.V	2.0 1.5 1.1 1.75 0.8	dista	0	155	
221	Miskito	15.1576	-84.2942	misk1235	Misumalpan	SKIN	won_taya	w o n + t a j a	6 7 4 9 1 7 6 7	AXN_AXBZ	WUN_TAJA	3	3.W.C 3.U.V 3.N.c 3._._ 3.T.C 3.A.V 3.J.C 3.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	won+taja	0	156	
35	Cacaopera	13.74	-88.11	caca1247	Misumalpan	SMALL	tʃiki	tʃ i k i	1 7 1 7	AXBZ	TIKI	1	1.T.C 1.I.V 1.K.C 1.I.V	2.0 1.5 1.75 0.8	tʃiki	0	157	
87	Mayangna	14.13	-84.34	maya1285	Misumalpan	SMALL	bi-ni	b i + n i	1 7 9 4 7	AX_AX	PI_NI	2	2.P.C 2.I.V 2._._ 2.N.C 2.I.V	2.0 1.5 0.0 2.0 1.5	bi+ni	0	158	
139	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	SMALL	ba-ka	b a + k a	1 7 9 1 7	AX_AX	PA_KA	4	4.P.C 4.A.V 4._._ 4.K.C 4.A.V	2.0 1.5 0.0 2.0 1.5	ba+ka	0	158	
222	Miskito	15.1576	-84.2942	misk1235	Misumalpan	SMALL	sirpi	s i r p i	3 7 5 1 7	AXMBZ	SIRPI	3	3.S.C 3.I.V 3.R.c 3.P.C 3.I.V	2.0 1.5 1.1 1.75 0.8	sirpi	0	159	
22	Cacaopera	13.74	-88.11	caca1247	Misumalpan	SMOKE (EXHAUST)	kiba	k i b a	1 7 1 7	AXBZ	KIPA	1	1.K.C 1.I.V 1.P.C 1.A.V	2.0 1.5 1.75 0.8	kiba	0	160	
74	Mayangna	14.13	-84.34	maya1285	Misumalpan	SMOKE (EXHAUST)	wajau	w a j a u	6 7 6 7 7	AXBYZ	WAJAY	2	2.W.C 2.A.V 2.J.C 2.A.V 2.Y.V	2.0 1.5 1.75 1.3 0.8	wajau	0	161	w a j a u
126	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	SMOKE (EXHAUST)	waju	w a j u	6 7 6 7	AXBZ	WAJY	4	4.W.C 4.A.V 4.J.C 4.Y.V	2.0 1.5 1.75 0.8	waju	0	161	w a j u -
223	Miskito	15.1576	-84.2942	misk1235	Misumalpan	SMOKE (EXHAUST)	kiasma	k i a s m a	1 7 7 3 4 7	AXYBCZ	KIASMA	3	3.K.C 3.I.V 3.A.V 3.S.C 3.M.C 3.A.V	2.0 1.5 1.3 1.75 1.5 0.8	kiasma	0	162	
224	Miskito	15.1576	-84.2942	misk1235	Misumalpan	STAND	buaia	b u a i a	1 7 7 7 7	AXYYZ	PYAIA	3	3.P.C 3.Y.V 3.A.V 3.I.V 3.A.V	2.0 1.5 1.3 1.3 0.8	buaia	0	163	
225	Miskito	15.1576	-84.2942	misk1235	Misumalpan	STAR	slilma	s l i l m a	3 5 7 5 4 7	ACXMBZ	SLILMA	3	3.S.C 3.L.C 3.I.V 3.L.c 3.M.C 3.A.V	2.0 1.5 1.5 1.1 1.75 0.8	slilma	0	164	
226	Miskito	15.1576	-84.2942	misk1235	Misumalpan	SUCK	utbaia	u t b a i a	7 1 1 7 7 7	XMBYYZ	YTPAIA	3	3.Y.V 3.T.c 3.P.C 3.A.V 3.I.V 3.A.V	1.5 1.1 1.75 1.3 1.3 0.8	utbaia	0	165	
227	Miskito	15.1576	-84.2942	misk1235	Misumalpan	SWEET	damni	d a m n i	1 7 4 4 7	AXMBZ	TAMNI	3	3.T.C 3.A.V 3.M.c 3.N.C 3.I.V	2.0 1.5 1.1 1.75 0.8	damni	0	166	
10	Cacaopera	13.74	-88.11	caca1247	Misumalpan	TAIL	kuna	k u n a	1 7 4 7	AXBZ	KYNA	1	1.K.C 1.Y.V 1.N.C 1.A.V	2.0 1.5 1.75 0.8	kuna	0	167	
62	Mayangna	14.13	-84.34	maya1285	Misumalpan	TAIL	mamah	m a m a h	4 7 4 7 3	AXBYN	MAMAH	2	2.M.C 2.A.V 2.M.C 2.A.V 2.H.c	2.0 1.5 1.75 1.3 0.8	mamah	0	168	m a m a h
114	Ulwa	12.93	-83.58	ulwa1239	Misumalpan	TAIL	umah	u m a h	7 4 7 3	XBYN	YMAH	4	4.Y.V 4.M.C 4.A.V 4.H.c	1.5 1.75 1.3 0.8	umah	0	168	- u m a h
228	Miskito	15.1576	-84.2942	misk1235	Misumalpan	TAIL	wuaikai	w u a i k a i	6 7 7 7 1 7 7	AXYYBYZ	WYAIKAI	3	3.W.C 3.Y.V 3.A.V 3.I.V 3.K.C 3.A.V 3.I.V	2.0 1.5 1.3 1.3 1.75 1.3 0.8	wuaikai	0	169	
229	Miskito	15.1576	-84.2942	misk1235	Misumalpan	TAKE	alkaia	a l k a i a	7 5 1 7 7 7	XMBYYZ	ALKAIA	3	3.A.V 3.L.c 3.K.C 3.A.V 3.I.V 3.A.V	1.5 1.1 1.75 1.3 1.3 0.8	alkaia	0	170	
